Company Name,Address,Phone,Business Type
MH Properties Ltd.,"Rowshan Tower (1st Floor), 152/2/A-2 Green Road, Panrtapath, Dhaka- 1205, Bangladesh","+880-2-9130455, 9144004",Real Estate Firms / Developers
Mh System,"Shop # 938, Level # 9, Multiplan Center, Ecs Computer City, 69-71 New Elephant Road, Dhaka- 1205, Bangladesh",+880-2-01911-305769,Computer Sales & Distributor
MHE Machinery International Pte. Ltd.,"Shop No 142; Grand Plaza Shopping Mall, Moghbazar, Dhaka- 1217, Bangladesh",+88-01857-727907,Real Estate Firms / Developers
Mia Real Estate Limited,"Shop No 142; Grand Plaza Shopping Mall, Moghbazar, Dhaka- 1217, Bangladesh",+88-01857-727907,Real Estate Firms / Developers
Miah Mobile Computers,"171-176, Gulshan Shopping Centre, 3rd Floor, Gulshan 1, Dhaka- 1212, Bangladesh","+88-02-8832818, 8832535, 9897929, 8833699, 8835571, 01911-311989",Manpower Recruiting Agency
MHM Machineries BD Limited,"Room # 301 & 305, Stock Exchange Building, 9/F, Motijheel C/A, Dhaka- 1000, Bangladesh","+880-2-9574931, 9564745, 9564601, 7175705-9, 01712-676916, 01745-769142, 01711-352872",Share & Security Broker House
Miaz Tours & Travels,"171-176, Gulshan Shopping Centre, 3rd Floor, Gulshan 1, Dhaka- 1212, Bangladesh","+88-02-8832818, 8832535, 9897929, 8833699, 8835571, 01911-311989",Manpower Recruiting Agency
Mian Abdur Rashid Securities Ltd.,"Room # 301 & 305, Stock Exchange Building, 9/F, Motijheel C/A, Dhaka- 1000, Bangladesh","+880-2-9574931, 9564745, 9564601, 7175705-9, 01712-676916, 01745-769142, 01711-352872",Share & Security Broker House
Miazi Trading Corporation,"BSCIC Electronics Complex, 1/1, Industrial Plot, Main Road # 3, Avenue # 4, Section # 7, Mirpur, Dhaka- 1216, Bangladesh","+880-2-8012244, 01711-525749",Battery Storage
Micro Electronics Limited,"BSCIC Electronics Complex, 1/1, Industrial Plot, Main Road # 3, Avenue # 4, Section # 7, Mirpur, Dhaka- 1216, Bangladesh","+880-2-8012244, 01711-525749",Battery Storage
Miazi Air International,"Road # 1, Masjid Market, CDA R/A, Agrabad, Chittagong- 4000, Bangladesh",+880-31-503395,Clearing & Forwarding Agents (C & F agent / CNF Agent)
Micro Automation Bangladesh,"BSCIC Electronics Complex, 1/1, Industrial Plot, Main Road # 3, Avenue # 4, Section # 7, Mirpur, Dhaka- 1216, Bangladesh","+880-2-8012244, 8012288, 9006372, 9005109","Electronic Goods Importers, Distributors, Sellers & Suppliers"
Michigan Trade Line,"Road # 1, Masjid Market, CDA R/A, Agrabad, Chittagong- 4000, Bangladesh",+880-31-503395,Clearing & Forwarding Agents (C & F agent / CNF Agent)
Micro Electronics Ltd.,"BSCIC Electronics Complex, 1/1, Industrial Plot, Main Road # 3, Avenue # 4, Section # 7, Mirpur, Dhaka- 1216, Bangladesh","+880-2-8012244, 8012288, 9006372, 9005109","Electronic Goods Importers, Distributors, Sellers & Suppliers"
Micro Export House,"Kazi Tower (2nd Floor), 86, Inner Circular V.I.P. Road, Nayapaltan, Dhaka- 1000, Bangladesh","+88-02-8359975, 9353670, 01819-292760",Manpower Recruiting Agency
Micro Engineering Co.,"T.k. Bhaban (10th Floor), 13, Kawran Bazar, Dhaka- 1215, Bangladesh","+880-2-8311885, 7601856, 761772-3, 9337058",Knit Wears Manufacturers & Exporters [ Knit Garments ]
Micro Electronics Ltd.,"BSCIC Electronics Complex (Level-7), 1/1, Industrial Plot, Main Road # 3, Avenue # 4, Section # 7, Dhaka- 1216, Bangladesh","+88-02-9032288, 9006372, 9005109, 9024070, 9032244, 9030292, 9005110",Electrical Equipment & spare parts
Micro Fibre Ltd,"T.k. Bhaban (10th Floor), 13, Kawran Bazar, Dhaka- 1215, Bangladesh","+880-2-8311885, 7601856, 761772-3, 9337058",Knit Wears Manufacturers & Exporters [ Knit Garments ]
Micro Electronics Ltd.,"BSCIC Electronics Complex (Level-7), 1/1, Industrial Plot, Main Road # 3, Avenue # 4, Section # 7, Dhaka- 1216, Bangladesh","+88-02-9032288, 9006372, 9005109, 9024070, 9032244, 9030292, 9005110",Electrical Equipment & spare parts
Micro Leads Limited,"95/1 New Elephant Road, Zinnat Mansion (3rd Floor), Dhaka- 1205, Bangladesh","+880-2-9662902, 01715-407950",Computer Sales & Distributor
Micro Max Technologies,"House 1/1, Ground Floor, Road 21, Block C, Avenue 5, Section 11, Pallabi, Dhaka- 1216, Bangladesh","+88-02-9003913, 01712-264292",Electrical Cables Manufacturers & Distributors
Micro PCS Electronics,"House 1/1, Ground Floor, Road 21, Block C, Avenue 5, Section 11, Pallabi, Dhaka- 1216, Bangladesh","+88-02-9003913, 01712-264292",Electrical Cables Manufacturers & Distributors
Micro Sun Systems,"103 Park Road, New DOHS, Mohakhali, Dhaka- 1206, Bangladesh","+880-2-9882450, 8812757",Photocopier Machines & Spares
Micro Plus Computer System,"78 Nawabpur Road, Dhaka- 1100, Bangladesh","+88-02-7123253, 01718-717831",Machinery & Machine Tools
Microcel Limited,"103 Park Road, New DOHS, Mohakhali, Dhaka- 1206, Bangladesh","+880-2-9882450, 8812757",Photocopier Machines & Spares
Micro Tools & Machineries,"78 Nawabpur Road, Dhaka- 1100, Bangladesh","+88-02-7123253, 01718-717831",Machinery & Machine Tools
Microdill Computers,"BCS Computer City, IDB Bhaban, Shop # 218, Agargaon, Dhaka- 1207, Bangladesh","+880-2-9183290, 01819-214988",Computer Sales & Distributor
Micromax International Co-operation Co.,"Shop No # 226 (1st Floor), 236, Sheltech Sierra, Elephant Road, Dhaka- 1205, Bangladesh","+88-01712-047941, 01674-630153",Computer Sales & Distributor
Microlink Computer Services,"Bcs Computer City, Sr # 212/A (2nd Floor), Idb Bhaban, Sher-E-Bangla Nagar, Dhaka- 1207, Bangladesh",+88-01711-059298,Computer Sales & Distributor
Micros Digital,"Shop No # 226 (1st Floor), 236, Sheltech Sierra, Elephant Road, Dhaka- 1205, Bangladesh","+88-01712-047941, 01674-630153",Computer Sales & Distributor
Microsource Trade International,"B.S Bhaban Suite-111, Level-04, 75/76 Science Laboratory Road, Dhaka- 1205, Bangladesh","+88-02-96150410, 01710-093782","Computer Products, Accessories, Parts & Services"
Micron Computers & Technology,"Bcs Computer City, Sr # 212/A (2nd Floor), Idb Bhaban, Sher-E-Bangla Nagar, Dhaka- 1207, Bangladesh",+88-01711-059298,Computer Sales & Distributor
Microtec Computer,"House-06, Road -11, Sector -7, Uttara, Dhaka- 1230, Bangladesh","+88-967 8828100, 01709-928101, 01709-928100",Access Control System & Equipment
Microtech (BD) Systems,"MAQBUL PLAZA, 10/3 ARAMBAGH (4TH FLOOR), MOTIJHEEL C/A, Dhaka- 1000, Bangladesh","+880-2-7100291, 01911-320294",Computer Sales & Distributor
Microtech (BD) System,"House-06, Road -11, Sector -7, Uttara, Dhaka- 1230, Bangladesh","+88-967 8828100, 01709-928101, 01709-928100",Access Control System & Equipment
Microtech (BD) Systems,"45, Nayapaltan, 2nd Floor, Dhaka- 1000, Bangladesh","+88-02-8319492, 9352630, 01746-622662",Manpower Recruiting Agency
Microway Systems,"MAQBUL PLAZA, 10/3 ARAMBAGH (4TH FLOOR), MOTIJHEEL C/A, Dhaka- 1000, Bangladesh","+880-2-7100291, 01911-320294",Computer Sales & Distributor
Mid Line International,"45, Nayapaltan, 2nd Floor, Dhaka- 1000, Bangladesh","+88-02-8319492, 9352630, 01746-622662",Manpower Recruiting Agency
MIDAS Financing Ltd. (MFL),"Plot No. 344, Coca-Cola Road, Baridhara, Dhaka- 1212, Bangladesh","+88-02-9887183, 9888771, 9891227, 8853676, 01819-261456",Manpower Recruiting Agency
Mid Night Sun,"50/F, Inner Circular Road (1st floor), Nayapaltan, Dhaka- 1000, Bangladesh","+880-2-9335898, 01711-601157",Office Machinery & Equipment
Mideast Staffing Group,"Plot No. 344, Coca-Cola Road, Baridhara, Dhaka- 1212, Bangladesh","+88-02-9887183, 9888771, 9891227, 8853676, 01819-261456",Manpower Recruiting Agency
Midland,"50/F, Inner Circular Road (1st floor), Nayapaltan, Dhaka- 1000, Bangladesh","+880-2-9335898, 01711-601157",Office Machinery & Equipment
Middleman Company,"50/F, Inner Circular Road (1st floor), Nayapaltan, Dhaka- 1000, Bangladesh","+880-2-9335898, 01711-601157",PABX System & Equipment
Midland,"50/F, Inner Circular Road (1st floor), Nayapaltan, Dhaka- 1000, Bangladesh","+880-2-9335898, 01711-601157",PABX System & Equipment
MIDLAND,"Shop # 208, 209, 1st Floor, Aloka Nodi Bangla Complex, Rambabu Road, Mymensingh, Bangladesh","+880-2-9167284, 01713-648602",Computer Sales & Distributor
Midland Computer,"Shop # 208, 209, 1st Floor, Aloka Nodi Bangla Complex, Rambabu Road, Mymensingh, Bangladesh","+880-2-9167284, 01713-648602",Computer Sales & Distributor
Midland International,"H.B.F.C Bldg (1st Floor) 1/D Agrabad C/A, Chittagong- 4100, Bangladesh","+880-31-723752, 500074",Shipping Company / Agents
Midland Shipping Lines Ltd,"H.B.F.C Bldg (1st Floor) 1/D Agrabad C/A, Chittagong- 4100, Bangladesh","+880-31-723752, 500074",Shipping Company / Agents
Midland Bank Limited,"Tk Bhaban (10th Floor), 13 Kawran Bazar, Dhaka- 1215, Bangladesh","+880-2-9337058, 9338114, 7611772",Knit Wears Manufacturers & Exporters [ Knit Garments ]
Midland Survey & Inspection,"Arag Chamber (3rd Floor), 68, Agrabad C/A, Chittagong- 4100, Bangladesh","+880-31-721111, 712451, 721840","Exporter, Importer & Indentor (Multi Products)"
Midland Knitwear Ltd.,"Tk Bhaban (10th Floor), 13 Kawran Bazar, Dhaka- 1215, Bangladesh","+880-2-9337058, 9338114, 7611772",Knit Wears Manufacturers & Exporters [ Knit Garments ]
Midlink Overseas,"Arag Chamber (3rd Floor), 68, Agrabad C/A, Chittagong- 4100, Bangladesh","+880-31-721111, 712451, 721840","Exporter, Importer & Indentor (Multi Products)"
Midline Express,"89 DIT Road, Dhaka- 1217, Bangladesh",+88-01776-327912,Restaurant
Midnight Sun-1,"89 DIT Road, Dhaka- 1217, Bangladesh",+88-01776-327912,Restaurant
Midnight Sun-2,"Sr # 774-775, Level # 07, Ecs Computer City, Multiplan Center, 69-71, New Elephant Road, Dhaka- 1205, Bangladesh","+880-2-9660531, 01713-431297",Computer Sales & Distributor
Midway Aviation,"House No. 126, Road No. 13, Block E, Dhaka- 1213, Bangladesh","+88-02-58812831, 8821403, 9859023, 01742-252478, 01742-252478",Manpower Recruiting Agency
Midphase It Ltd.,"Sr # 774-775, Level # 07, Ecs Computer City, Multiplan Center, 69-71, New Elephant Road, Dhaka- 1205, Bangladesh","+880-2-9660531, 01713-431297",Computer Sales & Distributor
Midway Overseas Ltd.,"House No. 126, Road No. 13, Block E, Dhaka- 1213, Bangladesh","+88-02-58812831, 8821403, 9859023, 01742-252478, 01742-252478",Manpower Recruiting Agency
Midway Securities Ltd.,"36, Purana Paltan Lane (Rokeya Mansion), 9th Floor, Suite 3, VIP Road, Dhaka- 1000, Bangladesh","+88-02-9330215, 01818-375205",Travel Agencies (Air Ticketing & others)
Miftah Al Madina Travels Tours Ltd.,"36, Purana Paltan Lane (Rokeya Mansion), 9th Floor, Suite 3, VIP Road, Dhaka- 1000, Bangladesh","+88-02-9330215, 01818-375205",Travel Agencies (Air Ticketing & others)
Mika Securities Limited,"13/A New Eskaton Road, Dhaka- 1000, Bangladesh","+880-2-9347656, 9351415, 01912-837460",Restaurant
Mihin Lanka,"Faruque Rupayan Tower, 15th floor, 32 Kemal Ataturk Avenue, Dhaka- 1213, Bangladesh","+88-02-9820564, 01730-062188",Share & Security Broker House
Mikado Chinese Restaurant,"13/A New Eskaton Road, Dhaka- 1000, Bangladesh","+880-2-9347656, 9351415, 01912-837460",Restaurant
Mika Securities Ltd.,"Faruque Rupayan Tower, 15th floor, 32 Kemal Ataturk Avenue, Dhaka- 1213, Bangladesh","+88-02-9820564, 01730-062188",Share & Security Broker House
Mikado Products (Pvt.) Ltd.,"Siddiq Mansion, 55, Puranapaltan (4th floor), Dhaka- 1000, Bangladesh","+880-2-9571067, 9555864",Food Products
Milco International (Pvt.) Ltd.,"30, 43, 44 Gareeb-e-Newaz Avenue & House-27, Road-10/B, Sector-11, Uttara Model Town, Dhaka- 1230, Bangladesh","+88-02-8917733, 8991776, 7913437, 01911-162282, 01771-581650",College
Mikko Bangladesh (Pvt.) Ltd.,"Siddiq Mansion, 55, Puranapaltan (4th floor), Dhaka- 1000, Bangladesh","+880-2-9571067, 9555864",Food Products
Milestone College,"30, 43, 44 Gareeb-e-Newaz Avenue & House-27, Road-10/B, Sector-11, Uttara Model Town, Dhaka- 1230, Bangladesh","+88-02-8917733, 8991776, 7913437, 01911-162282, 01771-581650",College
Mile Stone Apparels,"Ayesha Shopping Complex (1st Floor), Room No. 124, 84 New circular Road, Dhaka- 1217, Bangladesh","+88-01711-825947, 01817-101290",Clearing & Forwarding Agents (C & F agent / CNF Agent)
Mili Freight Systems Ltd.,"Ayesha Shopping Complex (1st Floor), Room No. 124, 84 New circular Road, Dhaka- 1217, Bangladesh","+88-01711-825947, 01817-101290",Clearing & Forwarding Agents (C & F agent / CNF Agent)
Millat Chemical Co. Ltd.,"34, Bangbandhu Patal Sarak Market, Gulishtan, Dhaka- 1000, Bangladesh",+880-2-7162471,"Electronic Equipment, Manufacturers & Assemblers"
Millat Pharmaceuticals Limited,"Akram Tower, 3rd Floor, Suite No. 2, 199, Shahid Syed Nazrul Islam Sharani, Bijoy Nagar, Dhaka- 1000, Bangladesh","+88-02-8312639, 01711-683789, 01755-553419",Manpower Recruiting Agency
Millat Electronics,"34, Bangbandhu Patal Sarak Market, Gulishtan, Dhaka- 1000, Bangladesh",+880-2-7162471,"Electronic Equipment, Manufacturers & Assemblers"
Millennium Air Services,"105 Planet Araf (1st floor), Zinda Bazar, Sylhet, Bangladesh",01711-318232,Computer Sales & Distributor
Millennium Air Services Ltd.,"Akram Tower, 3rd Floor, Suite No. 2, 199, Shahid Syed Nazrul Islam Sharani, Bijoy Nagar, Dhaka- 1000, Bangladesh","+88-02-8312639, 01711-683789, 01755-553419",Manpower Recruiting Agency
Millennium Computers,"105 Planet Araf (1st floor), Zinda Bazar, Sylhet, Bangladesh",01711-318232,Computer Sales & Distributor
Millennium Electronics,"4/9, Block-F, Lalmatia (Opposite to Kazi Office), Mohammadpur, Dhaka- 1207, Bangladesh","+880-2-9122115, 8120097, 9124046, 01920-151757",Hospital
Millennium Dreams Co,"House#58, DewanBari Road, Azampur, Dhaka- 1207, Bangladesh",+88-01722-222106,Security Services
Millennium Heart & (G. H.) Ltd.,"4/9, Block-F, Lalmatia (Opposite to Kazi Office), Mohammadpur, Dhaka- 1207, Bangladesh","+880-2-9122115, 8120097, 9124046, 01920-151757",Hospital
Millennium Guard Services Limited,"House#58, DewanBari Road, Azampur, Dhaka- 1207, Bangladesh",+88-01722-222106,Security Services
Millennium Heart & General Hospital Ltd.,"Grameen Bank 1st Building, 5th Floor, Section # 2, Mirpur, Dhaka- 1216, Bangladesh",+880-2-8060091,Computer Sales & Distributor
Millennium Information Solution Limited,"Grameen Bank 1st Building, 5th Floor, Section # 2, Mirpur, Dhaka- 1216, Bangladesh",+880-2-8060091,Computer Sales & Distributor
Millennium Information Solution Ltd.,"20, Delwar Complex (Ground floor), 26, Shahid Nazrul Islam Sharak, Hatkhola Road, Dhaka- 1203, Bangladesh",+880-2-7170567,Scientific Equipment / Instruments / Products
Millennium Scientific Mart,"20, Delwar Complex (Ground floor), 26, Shahid Nazrul Islam Sharak, Hatkhola Road, Dhaka- 1203, Bangladesh",+880-2-7170567,Scientific Equipment / Instruments / Products
Millennium Information Solution Ltd.,"819/1, Begum Rokeya Sharani (3rd Floor), Shewrapara, Dhaka- 1205, Bangladesh","+88-02-8034766, 9023383, 01711-461220",Software & Customized Software Solutions
Millennium Ststems Solution,"B-465, Bscic I/A, Enayet Nagar, Fatullah, Narayanganj- 1400, Bangladesh","+880-2-761014, 7632591, 7610907, 7607014",Knit Wears Manufacturers & Exporters [ Knit Garments ]
Millennium Systems Solution Ltd.,"819/1, Begum Rokeya Sharani (3rd Floor), Shewrapara, Dhaka- 1205, Bangladesh","+88-02-8034766, 9023383, 01711-461220",Software & Customized Software Solutions
Millennum Knit Ltd.,"B-465, Bscic I/A, Enayet Nagar, Fatullah, Narayanganj- 1400, Bangladesh","+880-2-761014, 7632591, 7610907, 7607014",Knit Wears Manufacturers & Exporters [ Knit Garments ]
Millionacres Property Development Limited,"Home Town A/C Market (Ground Floor), 87, New Eskaton Road, Dhaka- 1217, Bangladesh","+88-02-9353998, 01819-149027, 01977-225577",Motorcycle Sellers & Distributors
Milon Enterprise,"House #62/2, Kallayanpur Main Road Mirpur, Dhaka- 1207, Bangladesh",+88-01620-555222,Nursing Home Care Service
Milon Motors,"Home Town A/C Market (Ground Floor), 87, New Eskaton Road, Dhaka- 1217, Bangladesh","+88-02-9353998, 01819-149027, 01977-225577",Motorcycle Sellers & Distributors
Milton home care.,"House #62/2, Kallayanpur Main Road Mirpur, Dhaka- 1207, Bangladesh",+88-01620-555222,Nursing Home Care Service
Mim Ambulance Service,"395, D.I.T. Road West Rampur, Dhaka- 1219, Bangladesh","+88-01715-657715, 01919-657716",Automobile Spare Parts & Accessories
Mim Auto Parts,"395, D.I.T. Road West Rampur, Dhaka- 1219, Bangladesh","+88-01715-657715, 01919-657716",Automobile Spare Parts & Accessories
Mim Dal Overseas,"92, Sodid Faruk Ikbal & Tislima Road (D.I.T) Malibagh, Dhaka- 1219, Bangladesh","+88-02-9342698, 01713-212339",Hardware & Machinery
Mimi Enterprise,"Tropikana Tower, 2nd Floor, 45 Topkhana Road, Dhaka- 1000, Bangladesh","+880-2-9550499, 9565141, 01819-222575, 01819-229205, 01819-219034",Travel Agencies (Air Ticketing & others)
Mim Sanitary,"92, Sodid Faruk Ikbal & Tislima Road (D.I.T) Malibagh, Dhaka- 1219, Bangladesh","+88-02-9342698, 01713-212339",Hardware & Machinery
Mimima Syndicate,"Suvastu Archade, ICT Bhaban, Ground Floor, Shop-11, Dhaka- 1205, Bangladesh",+88-01712-746951,"Computer Products, Accessories, Parts & Services"
Mims Travels & Tours Limited,"Tropikana Tower, 2nd Floor, 45 Topkhana Road, Dhaka- 1000, Bangladesh","+880-2-9550499, 9565141, 01819-222575, 01819-229205, 01819-219034",Travel Agencies (Air Ticketing & others)
MIN TECHNOLOGY,"Suvastu Archade, ICT Bhaban, Ground Floor, Shop-11, Dhaka- 1205, Bangladesh",+88-01712-746951,"Computer Products, Accessories, Parts & Services"
Mina Bazar,"House No. 15, Road No. 23, Block B, Dhaka- 1213, Bangladesh","+88-02-9884348, 01713-022042, 01670-600088",Manpower Recruiting Agency
Minar Industries (Pvt) Ltd,"70, Nayamati Road, Narayanganj- 1400, Bangladesh","+880-2-7601466, 7602506-7, 7631945-46",Knit Wears Manufacturers & Exporters [ Knit Garments ]
Minar International,"House No. 15, Road No. 23, Block B, Dhaka- 1213, Bangladesh","+88-02-9884348, 01713-022042, 01670-600088",Manpower Recruiting Agency
Minar Textile,"70, Nayamati Road, Narayanganj- 1400, Bangladesh","+880-2-7601466, 7602506-7, 7631945-46",Knit Wears Manufacturers & Exporters [ Knit Garments ]
Mind to Heart,"6, Sonatan Paul Lane, Narayanganj- 1400, Bangladesh",+880-2-9344538,Knit Wears Manufacturers & Exporters [ Knit Garments ]
Minerva Apparels,"6, Sonatan Paul Lane, Narayanganj- 1400, Bangladesh",+880-2-9344538,Knit Wears Manufacturers & Exporters [ Knit Garments ]
Ming Beauty Parlour and Herbal,"Section-6, Block-Kha, Road-1, Plot-18, Senpara Parbata, Dhaka- 1216, Bangladesh",+88-01967-322577,Motorcycle Parts & Accessories
Ming Hwa Trade International,"20/H/1, Moneshwar Road Zigatola, Dhaka- 1209, Bangladesh","+880-2-9631289, 01711-536475",Chemicals
MINGAL MOTORS,"Section-6, Block-Kha, Road-1, Plot-18, Senpara Parbata, Dhaka- 1216, Bangladesh",+88-01967-322577,Motorcycle Parts & Accessories
Minhaz Continental Agencies,"KA-6/A, 2nd Floor, Bashundhara R/A Main Road, Dhaka- 1229, Bangladesh",+88-01775-760496,Interior Architectural Consultant
Minikin Ltd.,"20/H/1, Moneshwar Road Zigatola, Dhaka- 1209, Bangladesh","+880-2-9631289, 01711-536475",Chemicals
Minimal Limited,"KA-6/A, 2nd Floor, Bashundhara R/A Main Road, Dhaka- 1229, Bangladesh",+88-01775-760496,Interior Architectural Consultant
Mintex Fashion Ltd,nan,nan,nan
"Ministere du development industrial, des mines et","Location: House # 06, Road # 11, Sector # 12, Dhaka- 1230, Bangladesh",+88-01955-576980,Racking System
Minita Plaza,"70, Nayamati, Narayanganj- 1400, Bangladesh","+880-2-7601466, 7602506-7, 7601466",Knit Wears Manufacturers & Exporters [ Knit Garments ]
MinMax Rack Industry,"Location: House # 06, Road # 11, Sector # 12, Dhaka- 1230, Bangladesh",+88-01955-576980,Racking System
Mintex Fashion,"70, Nayamati, Narayanganj- 1400, Bangladesh","+880-2-7601466, 7602506-7, 7601466",Knit Wears Manufacturers & Exporters [ Knit Garments ]
MIR AKHTER HOSSAIN LTD.,"430/1, Tejgaon Industrial Area, Dhaka- 1208, Bangladesh","+88-02-8891247, 8891251-52, 8891255",Construction Companies
Mir Akhter Hossain Ltd.,"House # 13, Road # 12, Dhanmondi R/A, Dhaka- 1209, Bangladesh","+880-2-8110997, 8110131, 8122682",Engineering Construction Civil
Miqat Air International,"54/B, Inner Circular V.I.P. Road, Shantinagar, Dhaka- 1217, Bangladesh","+88-02-9331945, 8319989, 8110625, 01819-281207",Manpower Recruiting Agency
Mir Akhter Hossian Ltd.,"House # 13, Road # 12, Dhanmondi R/A, Dhaka- 1209, Bangladesh","+880-2-8110997, 8110131, 8122682",Engineering Construction Civil
Mir Akhter Hossian Ltd.,"ADDRESS location8-1/8-2-A Armanian Street, Armanitola (Opposite of Armanitola Playground Main Gate),, Dhaka- 1100, Bangladesh","+88-01711-353812, 01715-011769",Chemical Process Plant & Equipment
Mir Ceramic Limited,"13, Road 12, Dhanmondi R/A, Dhaka- 1205, Bangladesh","+88-02-8110131, 8110997, 9134572",Ceramic Wares Manufacturers
MIR CHEMICALS,"ADDRESS location8-1/8-2-A Armanian Street, Armanitola (Opposite of Armanitola Playground Main Gate),, Dhaka- 1100, Bangladesh","+88-01711-353812, 01715-011769",Chemical Process Plant & Equipment
Mir Gadget,"Shop # 4D015Level # 4, Zone # D, Dhaka- 1229, Bangladesh",+88-01723-738027,Mobile Phone Repair Shop
Mir Real Estate Limited,"House # B-147, Road # 22, Mohakhali DOHS, Dhaka- 1206, Bangladesh","+88-01755-514084, 01755-514081",Real Estate Firms / Developers
MIR REAL ESTATE LTD,"House - 55/1, Road - 8/A, Dhanmondi R/A, Dhaka- 1209, Bangladesh","+880-2-9134705, 8191903, 8191905, 8123566",Spare Parts Importer & Supplier (for Gas & Diesel Engine and Generator)
Mir Real Estate Ltd.,"House # B-147, Road # 22, Mohakhali DOHS, Dhaka- 1206, Bangladesh","+88-01755-514084, 01755-514081",Real Estate Firms / Developers
Mir Trading Company,"55/1, Road: 8/A, Dhanmondi R/A, Dhaka- 1209, Bangladesh","+880-2-9134705, 8112800, 8152218",Generators [ Gas & Diesel ] / Power Generator
Mir Trading Company,"House - 55/1, Road - 8/A, Dhanmondi R/A, Dhaka- 1209, Bangladesh","+880-2-9134705, 8191903, 8191905, 8123566",Spare Parts Importer & Supplier (for Gas & Diesel Engine and Generator)
Mira International Enterprise,"28/1/C, Toyenabi Circular Road, 6th Floor, Room No. 13, Dhaka- 1000, Bangladesh","+88-02-9561398, 01199-108438, 01190-504335",Manpower Recruiting Agency
MIR Trading Ltd.,"217, Singapore Market, Shahid Rafiq Sharak, Manikganj, Bangladesh",+88-01819485565,Tour Operators & Promoters
Mira Tours & Travels,"217, Singapore Market, Shahid Rafiq Sharak, Manikganj, Bangladesh",+88-01819485565,Tour Operators & Promoters
Miracle Industries Ltd.,"113/B, 3rd floor, Tejgaon Industrial Area, Dhaka- 1208, Bangladesh","+880-2-8870731, 8870732, 8870733, 8870734, 8870523",Poly Bags / Sacks / Fabrics
Miracle Container Lines (BD)Ltd.,"138, Shantinagar (1st Floor), Dhaka- 1217, Bangladesh","+880-2-9341207, 9350591, 9350765",Polythene / Polypropylene / polyester / Polyurethane Products & Firms
Miracle Industries Ltd.,"138, Shantinagar (1st Floor), Dhaka- 1217, Bangladesh","+880-2-9341207, 9350591, 9350765",Polythene / Polypropylene / polyester / Polyurethane Products & Firms
Miracom Technologies Ltd.,"Kazi Bhaban, 3rd Floor, 39 New Elephant Road, Dhaka- 1205, Bangladesh","+880-2-9665711, 01911-316171",Computer Sales & Distributor
Miratel Solutions (BD),"Plot # 11, Road # 1, Mirpur # 10, Dhaka- 1216, Bangladesh","+880-2-9030670-72, 01703-657667, 01942-002294",Diagnostic Centers
Miraculus Journey,"Rose View Plaza (7th Floor), Room # 809, 185 Bir Uttam C.R Datta Road, Dhaka- 1205, Bangladesh","+880-2-9667662, 01711-781060",Ayurvedic Products
MIRCO Nutricare,"Rose View Plaza (7th Floor), Room # 809, 185 Bir Uttam C.R Datta Road, Dhaka- 1205, Bangladesh","+880-2-9667662, 01711-781060",Ayurvedic Products
Mirpur Digital Diagnostic Ltd.,"Plot # 11, Road # 1, Mirpur # 10, Dhaka- 1216, Bangladesh","+880-2-9030670-72, 01703-657667, 01942-002294",Diagnostic Centers
MIRCO Laboratories,"Rose View Plaza (7th Floor), Room # 809, 185 Bir Uttam C.R Datta Road, Dhaka- 1205, Bangladesh","+880-2-9667662, 01711-781060",Ayurvedic Products
Mirpur Fire Station,"Dhaka- 1216, Bangladesh",+88-9001055,Fire Service
Mirpur Garments Ltd,"1, Super Market, 15, Sikder Mansion (Ground floor), Mirpur -1, Dhaka- 1216, Bangladesh","+880-2-8056903, 01828-541985",Garments Machinery
Mirpur Girls Ideal Laboratory Institute,"Block B, Section 10, Mirpur Road, Dhaka- 1216, Bangladesh","+88-02-9003054, 01711-393500, 01735-282520",College
Mirpur Police Station,"Dhaka, Bangladesh",nan,Shopping Center / Shopping Mall
Mirpur Garments Machineries,"1, Super Market, 15, Sikder Mansion (Ground floor), Mirpur -1, Dhaka- 1216, Bangladesh","+880-2-8056903, 01828-541985",Garments Machinery
Mirpur Shopping Center,"Dhaka, Bangladesh",nan,Shopping Center / Shopping Mall
Mirpur Trading Corporation,"Commercial Plot # 40, Main Road # 1, Golchakkar, Mirpur # 10, Dhaka- 1216, Bangladesh",+880-2-9001310,Construction Materials
Misa Apparels Ltd,"Plot # A-78, Bscic Industrial Estate, Fatulla, Narayangonj, Narayanganj- 1400, Bangladesh","+880-2-7601839, 7602184",Knit Wears Manufacturers & Exporters [ Knit Garments ]
Mirror Financial Management Ltd.,"Plot No # A-78, Bscic I/E, Fatullah, Narayanganj- 1400, Bangladesh",+880-2-7602182,Knit Wears Manufacturers & Exporters [ Knit Garments ]
Mishu Carpets Ltd,"73/2 New Elephant Rd, Dhaka- 1205, Bangladesh",+88-01712-513100,Bed Sheets & Covers Manufacturers & Suppliers
Misa Knit Wears,"Plot No # A-78, Bscic I/E, Fatullah, Narayanganj- 1400, Bangladesh",+880-2-7602182,Knit Wears Manufacturers & Exporters [ Knit Garments ]
Mishu Carpets Ltd.,nan,nan,nan
Mirza Steel Products,"House No. 8, Road No. 17/A, Block E, Dhaka- 1213, Bangladesh","+88-02-9854632, 01819-231146",Manpower Recruiting Agency
Misfalah Overseas Ltd.,"House No. 8, Road No. 17/A, Block E, Dhaka- 1213, Bangladesh","+88-02-9854632, 01819-231146",Manpower Recruiting Agency
